frame_id,pedestrianId,X,Y,W,H,conf,Xt,Yt
309.00,426.00,707.00,0.00,49.00,150.00,0.21,724.05,371.28
310.00,426.00,705.00,0.00,49.00,148.00,0.24,722.36,365.02
311.00,426.00,704.00,0.00,49.00,148.00,0.24,721.425,365.01
271.00,427.00,432.00,-31.00,58.00,172.00,0.47,469.72,338.72
272.00,429.00,1671.00,138.00,857.00,610.00,0.84,1570.42,1676.02
273.00,429.00,2388.00,53.00,555.00,435.00,0.81,2122.09,1222.57
274.00,429.00,2759.00,57.00,555.00,435.00,0.81,2383.345,1230.98
272.00,430.00,433.00,-27.00,57.00,170.00,0.42,470.37,345.06
272.00,431.00,903.00,112.00,42.00,86.00,0.29,893.13,518.08
273.00,431.00,902.00,110.00,42.00,89.00,0.33,892.035,520.96
274.00,431.00,890.00,108.00,44.00,90.00,0.38,882.36,517.92
275.00,431.00,881.00,107.00,44.00,90.00,0.33,874.47,514.9
276.00,431.00,871.00,108.00,44.00,90.00,0.36,865.295,517.68
277.00,431.00,865.00,109.00,44.00,91.00,0.35,859.55,523.4
278.00,431.00,857.00,107.00,44.00,92.00,0.39,852.54,520.4
279.00,431.00,853.00,107.00,44.00,93.00,0.44,848.775,523.25
280.00,431.00,849.00,108.00,44.00,93.00,0.45,845.015,526.09
281.00,431.00,847.00,108.00,44.00,93.00,0.4,843.22,526.06
282.00,431.00,844.00,109.00,44.00,91.00,0.33,840.695,523.13
283.00,431.00,843.00,108.00,45.00,91.00,0.3,840.415,520.22
284.00,431.00,843.00,108.00,45.00,91.00,0.27,840.415,520.22
285.00,431.00,839.00,109.00,47.00,90.00,0.24,837.715,520.17
286.00,431.00,829.00,108.00,51.00,108.00,0.23,827.85,568.76
287.00,431.00,827.00,108.00,51.00,108.00,0.23,826.07,568.73
273.00,433.00,1444.00,50.00,49.00,138.00,0.81,1383.04,495.94
274.00,433.00,1440.00,49.00,51.00,139.00,0.74,1380.38,495.89
275.00,433.00,1439.00,45.00,54.00,139.00,0.75,1382.955,484.21
276.00,433.00,1445.00,41.00,56.00,140.00,0.73,1390.81,475.5
277.00,433.00,1445.00,38.00,57.00,140.00,0.72,1392.88,466.67
278.00,433.00,1449.00,35.00,57.00,141.00,0.71,1397.55,460.82
279.00,433.00,1451.00,33.00,58.00,141.00,0.68,1400.89,454.93
280.00,433.00,1452.00,33.00,58.00,142.00,0.66,1401.235,457.9
281.00,433.00,1453.00,31.00,58.00,143.00,0.65,1402.68,454.95
282.00,433.00,1454.00,30.00,58.00,144.00,0.66,1403.58,454.97
283.00,433.00,1454.00,30.00,59.00,144.00,0.61,1404.025,454.97
284.00,433.00,1455.00,30.00,58.00,144.00,0.58,1404.475,454.98
285.00,433.00,1452.00,29.00,58.00,145.00,0.63,1401.79,454.94
286.00,433.00,1451.00,27.00,59.00,144.00,0.74,1402.995,446.01
287.00,433.00,1451.00,28.00,60.00,144.00,0.72,1402.89,448.99
288.00,433.00,1451.00,26.00,61.00,142.00,0.77,1405.555,437.07
289.00,433.00,1451.00,22.00,60.00,142.00,0.73,1407.33,425.08
290.00,433.00,1451.00,21.00,60.00,142.00,0.74,1407.895,422.07
291.00,433.00,1451.00,21.00,60.00,141.00,0.77,1408.455,419.06
292.00,433.00,1451.00,19.00,59.00,142.00,0.75,1408.565,416.04
293.00,433.00,1451.00,17.00,58.00,142.00,0.72,1409.235,410
294.00,433.00,1451.00,19.00,57.00,141.00,0.75,1408.22,413.02
295.00,433.00,1451.00,19.00,56.00,141.00,0.76,1407.765,413.02
296.00,433.00,1452.00,20.00,55.00,141.00,0.78,1407.655,416.06
297.00,433.00,1454.00,19.00,54.00,140.00,0.85,1410.14,410.04
298.00,433.00,1453.00,18.00,53.00,140.00,0.87,1409.34,407
299.00,433.00,1449.00,16.00,53.00,140.00,0.85,1406.835,400.87
300.00,433.00,1448.00,14.00,53.00,140.00,0.82,1407.055,394.77
301.00,433.00,1448.00,15.00,53.00,140.00,0.82,1406.495,397.82
302.00,433.00,1448.00,16.00,53.00,139.00,0.76,1406.495,397.82
303.00,433.00,1445.00,14.00,53.00,139.00,0.78,1404.89,391.68
304.00,433.00,1447.00,12.00,53.00,139.00,0.61,1407.835,385.6
305.00,433.00,1445.00,9.00,53.00,139.00,0.67,1407.71,376.37
306.00,433.00,1442.00,6.00,54.00,140.00,0.77,1406.55,370.17
307.00,433.00,1441.00,5.00,57.00,141.00,0.84,1407.005,370.15
308.00,433.00,1439.00,4.00,58.00,142.00,0.83,1405.635,370.12
309.00,433.00,1440.00,3.00,59.00,143.00,0.78,1407.005,370.14
310.00,433.00,1441.00,4.00,60.00,143.00,0.83,1407.815,373.23
311.00,433.00,1444.00,5.00,60.00,143.00,0.75,1409.985,376.35
312.00,433.00,1443.00,6.00,61.00,143.00,0.74,1408.96,379.41
313.00,433.00,1443.00,5.00,61.00,144.00,0.74,1408.96,379.41
314.00,433.00,1445.00,3.00,61.00,145.00,0.82,1411.355,376.37
315.00,433.00,1444.00,0.00,61.00,146.00,0.88,1411.575,370.2
316.00,433.00,1443.00,-1.00,62.00,146.00,0.91,1411.685,367.1
273.00,434.00,2343.00,0.00,831.00,547.00,0.57,2137.615,1335.93
274.00,434.00,2473.00,26.00,541.00,397.00,0.77,2237.16,1089.01
275.00,434.00,2822.00,31.00,541.00,397.00,0.77,2489.785,1100.72
273.00,435.00,436.00,-28.00,55.00,168.00,0.41,472,335.62
274.00,437.00,1567.00,159.00,861.00,615.00,0.78,1493.905,1715.61
275.00,437.00,1586.00,161.00,565.00,450.00,0.74,1482.85,1452.12
276.00,437.00,1459.00,145.00,405.00,362.00,0.77,1383.8,1258.97
277.00,437.00,1998.00,60.00,300.00,299.00,0.7,1837.935,944.69
278.00,437.00,2205.00,59.00,300.00,299.00,0.7,2000.355,943.49
274.00,438.00,437.00,-38.00,55.00,172.00,0.46,472.42,316.54
275.00,440.00,2570.00,26.00,878.00,596.00,0.72,2244.81,1469.76
276.00,440.00,3151.00,32.00,878.00,596.00,0.72,2622.035,1479.05
275.00,441.00,438.00,-32.00,53.00,172.00,0.46,472.95,335.65
276.00,443.00,2554.00,26.00,878.00,590.00,0.7,2239.245,1459.46
277.00,443.00,3122.00,32.00,878.00,590.00,0.7,2609.22,1468.91
276.00,444.00,353.00,92.00,58.00,183.00,0.38,412.26,725.25
277.00,444.00,358.00,94.00,59.00,186.00,0.38,417.605,738.46
278.00,444.00,347.00,91.00,58.00,188.00,0.39,407.545,735.74
279.00,444.00,346.00,92.00,57.00,189.00,0.38,406.495,740.98
280.00,444.00,347.00,92.00,57.00,189.00,0.38,407.36,740.99
281.00,444.00,346.00,93.00,57.00,191.00,0.37,406.865,748.83
282.00,444.00,341.00,90.00,58.00,191.00,0.36,402.61,740.93
283.00,444.00,338.00,88.00,58.00,192.00,0.37,399.89,738.28
284.00,444.00,335.00,87.00,59.00,192.00,0.35,397.6,735.63
285.00,444.00,335.00,87.00,59.00,192.00,0.35,397.6,735.63
286.00,444.00,333.00,86.00,60.00,192.00,0.34,396.17,732.98
287.00,444.00,335.00,92.00,60.00,192.00,0.41,398.67,748.73
288.00,444.00,336.00,100.00,60.00,189.00,0.39,400.16,761.76
289.00,444.00,336.00,100.00,60.00,189.00,0.38,400.16,761.76
290.00,444.00,337.00,97.00,60.00,190.00,0.41,400.775,756.57
291.00,444.00,334.00,88.00,61.00,191.00,0.38,397.6,735.62
292.00,444.00,333.00,85.00,61.00,191.00,0.4,396.345,727.71
293.00,444.00,335.00,85.00,62.00,192.00,0.41,398.64,730.37
294.00,444.00,334.00,86.00,63.00,191.00,0.43,398.21,730.36
295.00,444.00,339.00,92.00,61.00,191.00,0.45,402.42,746.15
296.00,444.00,344.00,96.00,59.00,190.00,0.56,406.245,754.03
297.00,444.00,345.00,97.00,58.00,190.00,0.52,406.795,756.64
298.00,444.00,346.00,98.00,57.00,190.00,0.53,407.345,759.25
299.00,444.00,345.00,101.00,56.00,188.00,0.4,406.18,761.84
300.00,444.00,345.00,99.00,56.00,186.00,0.42,405.69,751.43
301.00,444.00,344.00,96.00,56.00,189.00,0.5,404.83,751.42
302.00,444.00,339.00,95.00,58.00,188.00,0.43,401.13,746.15
303.00,444.00,336.00,94.00,59.00,187.00,0.43,398.72,740.89
304.00,444.00,340.00,99.00,58.00,185.00,0.47,402.12,748.78
305.00,444.00,343.00,101.00,57.00,184.00,0.45,404.4,751.41
306.00,444.00,351.00,99.00,55.00,185.00,0.4,410.31,748.87
307.00,444.00,355.00,100.00,54.00,184.00,0.44,413.325,748.91
308.00,444.00,358.00,101.00,53.00,183.00,0.53,415.485,748.93
309.00,444.00,352.00,97.00,53.00,184.00,0.47,409.95,741.03
310.00,444.00,355.00,99.00,52.00,183.00,0.52,412.225,743.68
311.00,444.00,357.00,103.00,52.00,181.00,0.45,414.185,748.92
312.00,444.00,357.00,104.00,51.00,180.00,0.49,413.755,748.92
313.00,444.00,355.00,105.00,51.00,179.00,0.49,412.035,748.91
314.00,444.00,353.00,104.00,51.00,179.00,0.53,410.19,746.28
315.00,444.00,352.00,103.00,51.00,178.00,0.53,409.09,741.03
316.00,444.00,352.00,104.00,52.00,178.00,0.56,409.64,743.65
317.00,444.00,352.00,104.00,53.00,177.00,0.53,409.95,741.03
318.00,444.00,352.00,103.00,54.00,177.00,0.52,410.26,738.41
319.00,444.00,355.00,103.00,54.00,177.00,0.48,412.855,738.43
320.00,444.00,356.00,100.00,54.00,178.00,0.51,413.48,733.19
321.00,444.00,356.00,99.00,56.00,179.00,0.54,414.345,733.19
322.00,444.00,354.00,100.00,57.00,179.00,0.5,413.17,735.8
323.00,444.00,353.00,97.00,58.00,179.00,0.43,412.38,727.89
324.00,444.00,352.00,97.00,59.00,179.00,0.43,411.945,727.88
325.00,444.00,352.00,94.00,60.00,179.00,0.42,412.02,719.95
326.00,444.00,354.00,96.00,61.00,179.00,0.43,414.425,725.26
327.00,444.00,356.00,96.00,61.00,179.00,0.51,416.155,725.28
328.00,444.00,356.00,98.00,62.00,178.00,0.45,416.71,727.92
329.00,444.00,356.00,100.00,62.00,177.00,0.5,416.825,730.55
330.00,444.00,356.00,101.00,62.00,177.00,0.49,416.935,733.19
331.00,444.00,356.00,101.00,63.00,176.00,0.53,417.255,730.55
332.00,444.00,356.00,101.00,64.00,175.00,0.53,417.575,727.92
333.00,444.00,356.00,103.00,63.00,174.00,0.55,417.255,730.55
334.00,444.00,356.00,103.00,63.00,174.00,0.51,417.255,730.55
335.00,444.00,356.00,102.00,63.00,174.00,0.38,417.14,727.92
336.00,444.00,359.00,102.00,63.00,173.00,0.43,419.625,725.3
337.00,444.00,357.00,103.00,63.00,173.00,0.42,418.005,727.92
338.00,444.00,359.00,101.00,63.00,173.00,0.48,419.51,722.66
339.00,444.00,360.00,99.00,63.00,173.00,0.55,420.15,717.37
340.00,444.00,360.00,101.00,64.00,173.00,0.58,420.81,722.67
341.00,444.00,357.00,102.00,64.00,173.00,0.51,418.325,725.28
342.00,444.00,359.00,103.00,65.00,172.00,0.59,420.49,725.3
343.00,444.00,359.00,101.00,64.00,173.00,0.64,419.94,722.66
344.00,444.00,360.00,99.00,64.00,173.00,0.65,420.585,717.37
345.00,444.00,360.00,100.00,63.00,173.00,0.59,420.265,720.02
346.00,444.00,357.00,98.00,63.00,174.00,0.55,417.545,717.34
347.00,444.00,358.00,95.00,63.00,176.00,0.56,418.3,714.7
348.00,444.00,356.00,95.00,63.00,177.00,0.52,416.675,717.33
349.00,444.00,355.00,98.00,63.00,176.00,0.47,416.04,722.62
350.00,444.00,358.00,102.00,63.00,175.00,0.56,418.985,730.57
351.00,444.00,356.00,99.00,63.00,176.00,0.51,417.02,725.28
352.00,444.00,359.00,97.00,63.00,176.00,0.46,419.395,720.01
353.00,444.00,360.00,95.00,62.00,177.00,0.4,419.715,717.37
354.00,444.00,357.00,91.00,61.00,180.00,0.32,416.56,714.69
355.00,444.00,277.00,74.00,58.00,177.00,0.3,342.355,660.07
356.00,444.00,236.00,66.00,56.00,177.00,0.27,303.725,637.68
357.00,444.00,82.00,7.00,517.00,438.00,0.44,397.4,1128.95
358.00,444.00,40.00,-17.00,840.00,625.00,0.36,498.845,1448.91
277.00,446.00,1808.00,178.00,900.00,603.00,0.72,1654.205,1724.98
278.00,446.00,1436.00,141.00,587.00,443.00,0.79,1398.62,1404.19
279.00,446.00,2018.00,67.00,414.00,349.00,0.74,1854.83,1072.43
280.00,446.00,2149.00,31.00,307.00,290.00,0.76,1990.405,855.61
281.00,446.00,2332.00,29.00,307.00,290.00,0.76,2137.815,852
277.00,447.00,418.00,8.00,50.00,163.00,0.35,455.65,431.49
278.00,447.00,405.00,9.00,52.00,165.00,0.52,444.825,440.4
279.00,447.00,408.00,13.00,52.00,165.00,0.54,448.01,452.5
280.00,447.00,406.00,16.00,52.00,165.00,0.49,446.48,461.47
281.00,447.00,402.00,16.00,52.00,165.00,0.45,442.785,461.42
282.00,447.00,400.00,16.00,52.00,166.00,0.4,441.05,464.38
283.00,447.00,397.00,15.00,52.00,167.00,0.39,438.29,464.34
284.00,447.00,398.00,15.00,52.00,168.00,0.33,439.315,467.34
285.00,447.00,401.00,15.00,50.00,168.00,0.39,441.16,467.38
286.00,447.00,402.00,15.00,49.00,167.00,0.27,441.515,464.41
287.00,447.00,402.00,17.00,49.00,167.00,0.38,441.725,470.38
288.00,447.00,402.00,16.00,49.00,168.00,0.46,441.725,470.38
289.00,447.00,402.00,14.00,50.00,168.00,0.41,441.975,464.41
290.00,447.00,401.00,14.00,50.00,168.00,0.42,441.05,464.39
291.00,447.00,401.00,18.00,50.00,167.00,0.4,441.37,473.35
292.00,447.00,401.00,21.00,50.00,166.00,0.4,441.585,479.29
293.00,447.00,403.00,23.00,50.00,164.00,0.39,443.415,479.32
294.00,447.00,404.00,23.00,50.00,164.00,0.31,444.335,479.33
295.00,447.00,404.00,22.00,50.00,164.00,0.29,444.23,476.36
296.00,447.00,404.00,23.00,50.00,164.00,0.36,444.335,479.33
297.00,447.00,407.00,24.00,50.00,163.00,0.31,447.09,479.37
298.00,447.00,410.00,28.00,49.00,162.00,0.25,449.685,488.3
299.00,447.00,411.00,29.00,49.00,161.00,0.25,450.605,488.32
300.00,447.00,411.00,36.00,49.00,159.00,0.26,451.1,503.05
301.00,447.00,413.00,43.00,49.00,155.00,0.23,453.22,511.87
302.00,447.00,412.00,32.00,50.00,157.00,0.3,451.88,485.37
303.00,447.00,411.00,28.00,50.00,157.00,0.33,450.565,473.48
304.00,447.00,412.00,25.00,51.00,158.00,0.31,451.745,467.53
305.00,447.00,416.00,36.00,51.00,155.00,0.37,456.2,491.34
306.00,447.00,417.00,42.00,51.00,153.00,0.28,457.49,503.13
307.00,447.00,417.00,40.00,51.00,154.00,0.32,457.395,500.19
308.00,447.00,414.00,37.00,52.00,156.00,0.37,455.015,497.21
309.00,447.00,413.00,36.00,54.00,159.00,0.41,455.205,503.08
310.00,447.00,415.00,35.00,54.00,160.00,0.37,457.035,503.1
311.00,447.00,416.00,37.00,54.00,161.00,0.37,458.225,511.91
312.00,447.00,416.00,39.00,53.00,161.00,0.43,457.96,517.75
313.00,447.00,416.00,40.00,53.00,162.00,0.44,458.145,523.57
314.00,447.00,416.00,44.00,53.00,161.00,0.41,458.425,532.28
315.00,447.00,419.00,45.00,53.00,161.00,0.41,461.235,535.21
316.00,447.00,420.00,47.00,53.00,161.00,0.37,462.325,541
317.00,447.00,421.00,47.00,52.00,160.00,0.41,462.685,538.12
318.00,447.00,417.00,48.00,52.00,160.00,0.33,459.16,540.96
319.00,447.00,416.00,48.00,52.00,159.00,0.31,458.16,538.06
320.00,447.00,415.00,48.00,52.00,159.00,0.31,457.26,538.05
321.00,447.00,415.00,46.00,52.00,160.00,0.41,457.165,535.16
322.00,447.00,415.00,47.00,52.00,159.00,0.39,457.165,535.16
323.00,447.00,418.00,47.00,52.00,158.00,0.31,459.79,532.3
324.00,447.00,420.00,47.00,51.00,156.00,0.33,460.965,526.53
325.00,447.00,417.00,47.00,51.00,156.00,0.37,458.24,526.49
326.00,447.00,416.00,46.00,51.00,156.00,0.37,457.24,523.57
327.00,447.00,415.00,45.00,51.00,156.00,0.44,456.235,520.65
328.00,447.00,415.00,46.00,52.00,156.00,0.43,456.79,523.56
329.00,447.00,415.00,9.00,48.00,133.00,0.23,448.98,341.61
330.00,447.00,415.00,-7.00,45.00,116.00,0.24,444.01,234.77
278.00,449.00,2246.00,28.00,880.00,597.00,0.78,2027.18,1475.42
279.00,449.00,2419.00,9.00,561.00,393.00,0.49,2224.055,1043.44
280.00,449.00,2773.00,10.00,561.00,393.00,0.49,2488.08,1046.99
279.00,451.00,73.00,0.00,1733.00,1110.00,0.5,784.04,2157.41
280.00,451.00,65.00,0.00,1765.00,1136.00,0.46,786.305,2186.08
281.00,451.00,1781.00,24.00,1213.00,819.00,0.77,1701.27,1813.93
282.00,451.00,2207.00,30.00,869.00,620.00,0.76,1979.64,1517.86
283.00,451.00,2258.00,32.00,638.00,486.00,0.72,2034.305,1281.03
284.00,451.00,2156.00,31.00,476.00,392.00,0.72,1976.545,1087.98
285.00,451.00,2289.00,33.00,476.00,392.00,0.72,2074.36,1092.68
279.00,452.00,995.00,141.00,67.00,135.00,0.68,967.125,733.59
280.00,452.00,989.00,141.00,66.00,149.00,0.63,958.335,769.76
281.00,452.00,994.00,127.00,66.00,158.00,0.74,963.72,756.94
282.00,452.00,1000.00,121.00,65.00,161.00,0.74,969.085,749.23
283.00,452.00,1005.00,113.00,64.00,164.00,0.76,974.11,736.29
284.00,452.00,1010.00,106.00,63.00,166.00,0.84,979.165,723.26
285.00,452.00,1010.00,100.00,63.00,168.00,0.92,980.16,712.74
286.00,452.00,1011.00,96.00,61.00,171.00,0.95,980.405,710.11
287.00,452.00,1010.00,93.00,60.00,173.00,0.95,979.375,707.46
288.00,452.00,1010.00,93.00,60.00,174.00,0.95,979.125,710.1
289.00,452.00,1011.00,91.00,59.00,174.00,0.95,980.05,704.82
290.00,452.00,1011.00,90.00,58.00,175.00,0.95,979.625,704.82
291.00,452.00,1012.00,89.00,57.00,176.00,0.93,980.05,704.83
292.00,452.00,1010.00,90.00,57.00,176.00,0.94,978.095,707.46
293.00,452.00,1009.00,89.00,56.00,177.00,0.93,976.81,707.45
294.00,452.00,1006.00,90.00,56.00,177.00,0.93,973.995,710.06
295.00,452.00,1005.00,90.00,55.00,177.00,0.94,972.715,710.05
296.00,452.00,1005.00,88.00,54.00,178.00,0.92,972.535,707.41
297.00,452.00,1005.00,86.00,54.00,178.00,0.92,973.025,702.12
298.00,452.00,1006.00,84.00,54.00,179.00,0.93,974.12,699.47
299.00,452.00,1004.00,80.00,54.00,181.00,0.9,972.9,694.14
300.00,452.00,1003.00,77.00,54.00,183.00,0.89,972.285,691.47
301.00,452.00,1003.00,76.00,54.00,183.00,0.87,972.53,688.8
302.00,452.00,1003.00,76.00,54.00,180.00,0.78,973.265,680.78
303.00,452.00,1003.00,76.00,53.00,178.00,0.79,973.33,675.42
304.00,452.00,1003.00,76.00,53.00,177.00,0.87,973.58,672.73
305.00,452.00,1003.00,76.00,53.00,176.00,0.84,973.825,670.04
306.00,452.00,1003.00,75.00,54.00,176.00,0.85,974.5,667.35
307.00,452.00,1001.00,75.00,54.00,177.00,0.81,972.53,670.02
308.00,452.00,1000.00,73.00,55.00,178.00,0.83,972.345,667.32
309.00,452.00,1000.00,74.00,55.00,178.00,0.79,972.1,670.01
310.00,452.00,1000.00,76.00,56.00,176.00,0.78,972.53,670.01
311.00,452.00,997.00,78.00,58.00,176.00,0.72,970.31,675.36
312.00,452.00,995.00,76.00,59.00,176.00,0.72,969.505,669.96
313.00,452.00,995.00,77.00,60.00,176.00,0.72,969.695,672.65
314.00,452.00,1040.00,78.00,58.00,171.00,0.75,1008.71,662.32
315.00,452.00,1059.00,78.00,56.00,169.00,0.78,1024.815,657.1
316.00,452.00,1020.00,78.00,56.00,170.00,0.76,990.82,659.42
317.00,452.00,999.00,76.00,57.00,171.00,0.76,973.33,656.5
318.00,452.00,986.00,75.00,58.00,171.00,0.8,962.74,653.65
319.00,452.00,983.00,72.00,57.00,172.00,0.79,960.185,648.18
320.00,452.00,982.00,72.00,57.00,172.00,0.78,959.315,648.17
321.00,452.00,982.00,72.00,58.00,172.00,0.79,959.75,648.17
322.00,452.00,982.00,71.00,58.00,171.00,0.77,960.23,642.72
323.00,452.00,981.00,68.00,57.00,171.00,0.69,959.645,634.51
324.00,452.00,982.00,66.00,58.00,172.00,0.66,961.195,631.78
325.00,452.00,982.00,65.00,58.00,172.00,0.73,961.435,629.03
326.00,452.00,983.00,65.00,57.00,173.00,0.81,961.63,631.79
327.00,452.00,981.00,65.00,57.00,173.00,0.78,959.885,631.77
328.00,452.00,980.00,64.00,58.00,174.00,0.72,959.45,631.76
329.00,452.00,980.00,64.00,58.00,174.00,0.85,959.45,631.76
330.00,452.00,981.00,64.00,57.00,174.00,0.84,959.885,631.77
331.00,452.00,981.00,65.00,57.00,174.00,0.8,959.645,634.51
332.00,452.00,981.00,66.00,56.00,174.00,0.82,958.975,637.25
333.00,452.00,981.00,65.00,56.00,174.00,0.78,959.21,634.51
334.00,452.00,981.00,66.00,55.00,174.00,0.69,958.54,637.25
335.00,452.00,976.00,63.00,55.00,175.00,0.74,954.655,631.72
336.00,452.00,976.00,62.00,54.00,175.00,0.75,954.455,628.97
337.00,452.00,974.00,63.00,55.00,174.00,0.78,953.15,628.95
338.00,452.00,973.00,62.00,55.00,174.00,0.79,952.51,626.19
339.00,452.00,973.00,61.00,54.00,174.00,0.79,952.31,623.44
340.00,452.00,971.00,61.00,55.00,174.00,0.83,951.005,623.42
341.00,452.00,970.00,61.00,55.00,174.00,0.81,950.125,623.41
342.00,452.00,973.00,61.00,54.00,171.00,0.78,953.02,615.16
343.00,452.00,972.00,60.00,54.00,170.00,0.75,952.615,609.61
344.00,452.00,971.00,59.00,53.00,169.00,0.81,951.78,604.04
345.00,452.00,969.00,50.00,55.00,169.00,0.74,953.035,578.85
346.00,452.00,968.00,46.00,56.00,170.00,0.76,953.31,570.38
347.00,452.00,967.00,47.00,57.00,170.00,0.84,952.63,573.19
348.00,452.00,968.00,46.00,58.00,171.00,0.87,953.95,573.2
349.00,452.00,968.00,46.00,57.00,171.00,0.8,953.51,573.2
350.00,452.00,970.00,47.00,56.00,171.00,0.78,954.6,576.04
351.00,452.00,967.00,51.00,56.00,170.00,0.79,951.235,584.44
352.00,452.00,963.00,51.00,57.00,169.00,0.7,948.38,581.59
353.00,452.00,961.00,52.00,58.00,168.00,0.69,947.055,581.57
354.00,452.00,961.00,55.00,58.00,165.00,0.7,947.055,581.57
355.00,452.00,961.00,54.00,58.00,165.00,0.69,947.29,578.75
356.00,452.00,961.00,56.00,57.00,164.00,0.67,946.615,581.57
357.00,452.00,962.00,56.00,57.00,162.00,0.74,947.97,575.95
358.00,452.00,960.00,56.00,57.00,161.00,0.75,946.435,573.11
359.00,452.00,956.00,55.00,56.00,161.00,0.81,942.69,570.24
360.00,452.00,957.00,53.00,55.00,160.00,0.84,943.83,561.75
361.00,452.00,958.00,51.00,54.00,160.00,0.81,944.745,556.08
362.00,452.00,959.00,50.00,53.00,160.00,0.82,945.425,553.25
363.00,452.00,959.00,49.00,52.00,161.00,0.77,944.98,553.25
364.00,452.00,956.00,46.00,52.00,161.00,0.74,943.015,544.65
365.00,452.00,955.00,44.00,51.00,162.00,0.73,941.915,541.77
366.00,452.00,955.00,40.00,51.00,163.00,0.75,942.615,533.16
367.00,452.00,955.00,39.00,51.00,163.00,0.78,942.845,530.29
368.00,452.00,955.00,39.00,52.00,164.00,0.86,943.065,533.16
369.00,452.00,955.00,40.00,52.00,164.00,0.88,942.83,536.04
370.00,452.00,953.00,39.00,52.00,166.00,0.85,940.805,538.88
371.00,452.00,952.00,38.00,52.00,167.00,0.81,939.915,538.87
372.00,452.00,952.00,37.00,52.00,169.00,0.78,939.685,541.74
373.00,452.00,952.00,37.00,52.00,170.00,0.79,939.455,544.6
374.00,452.00,950.00,38.00,52.00,171.00,0.84,937.215,550.29
375.00,452.00,951.00,36.00,52.00,171.00,0.87,938.565,544.59
376.00,452.00,952.00,36.00,52.00,171.00,0.85,939.455,544.6
377.00,452.00,952.00,34.00,52.00,171.00,0.8,939.915,538.87
378.00,452.00,953.00,34.00,52.00,171.00,0.81,940.805,538.88
379.00,452.00,955.00,32.00,51.00,171.00,0.72,942.615,533.16
380.00,452.00,954.00,31.00,51.00,169.00,0.66,942.425,524.51
381.00,452.00,953.00,30.00,51.00,168.00,0.69,942,518.71
382.00,452.00,953.00,31.00,51.00,167.00,0.74,942,518.71
383.00,452.00,950.00,32.00,52.00,167.00,0.74,939.525,521.57
384.00,452.00,949.00,32.00,53.00,165.00,0.74,939.54,515.76
385.00,452.00,949.00,32.00,54.00,164.00,0.74,940.225,512.86
386.00,452.00,951.00,33.00,54.00,164.00,0.7,941.785,515.79
387.00,452.00,952.00,27.00,54.00,164.00,0.65,944.095,498.33
388.00,452.00,948.00,26.00,55.00,163.00,0.66,941.42,492.42
389.00,452.00,951.00,26.00,54.00,162.00,0.74,943.91,489.53
390.00,452.00,950.00,26.00,53.00,161.00,0.73,942.795,486.58
391.00,452.00,949.00,25.00,54.00,162.00,0.69,942.345,486.57
392.00,452.00,947.00,29.00,55.00,162.00,0.61,940.05,498.27
393.00,452.00,943.00,30.00,57.00,164.00,0.71,936.65,506.97
394.00,452.00,944.00,26.00,56.00,164.00,0.72,938.03,495.3
395.00,452.00,945.00,23.00,56.00,165.00,0.74,939.4,489.45
396.00,452.00,946.00,22.00,57.00,166.00,0.71,940.75,489.47
397.00,452.00,946.00,24.00,57.00,165.00,0.7,940.515,492.4
398.00,452.00,949.00,23.00,55.00,164.00,0.81,942.795,486.57
399.00,452.00,948.00,22.00,55.00,163.00,0.74,942.365,480.67
400.00,452.00,947.00,20.00,57.00,163.00,0.76,942.84,474.75
401.00,452.00,942.00,18.00,59.00,163.00,0.81,939.69,468.76
402.00,452.00,942.00,16.00,60.00,164.00,0.78,940.375,465.8
403.00,452.00,945.00,16.00,59.00,164.00,0.75,942.645,465.84
404.00,452.00,946.00,17.00,58.00,164.00,0.78,942.86,468.82
405.00,452.00,949.00,14.00,56.00,165.00,0.77,945.155,462.92
406.00,452.00,950.00,13.00,55.00,164.00,0.75,946.09,456.98
407.00,452.00,953.00,11.00,53.00,164.00,0.75,948.395,451.06
408.00,452.00,952.00,11.00,53.00,165.00,0.72,947.24,454.03
409.00,452.00,951.00,12.00,53.00,165.00,0.67,946.095,457
410.00,452.00,950.00,13.00,53.00,166.00,0.7,944.7,462.94
411.00,452.00,947.00,13.00,53.00,165.00,0.71,942.22,459.92
412.00,452.00,946.00,14.00,53.00,165.00,0.73,941.075,462.88
413.00,452.00,946.00,12.00,53.00,166.00,0.71,941.31,459.91
414.00,452.00,943.00,11.00,53.00,167.00,0.75,938.585,459.87
415.00,452.00,942.00,11.00,53.00,168.00,0.79,937.44,462.83
416.00,452.00,942.00,9.00,53.00,168.00,0.79,937.91,456.87
417.00,452.00,942.00,9.00,53.00,168.00,0.74,937.91,456.87
418.00,452.00,945.00,7.00,53.00,169.00,0.81,940.875,453.93
419.00,452.00,946.00,4.00,52.00,169.00,0.77,942.045,444.98
420.00,452.00,945.00,3.00,52.00,169.00,0.75,941.375,441.96
421.00,452.00,941.00,3.00,54.00,167.00,0.8,939.105,435.9
422.00,452.00,940.00,3.00,56.00,166.00,0.76,939.345,432.87
423.00,452.00,939.00,2.00,57.00,166.00,0.81,939.125,429.84
424.00,452.00,936.00,1.00,57.00,167.00,0.84,936.38,429.8
425.00,452.00,935.00,2.00,58.00,167.00,0.82,935.69,432.8
